OBJECTID,COLDETKEY,ST_PARTCPNT_TYPE_DESC,ST_POSTEDSPD,ST_RDSURF_DESC,ST_TRAFCONTRL_DESC,ST_VEH_ACT_DESC,ST_VEH_CND_DESC,ST_VEH_TYPE_DESC,Incident Date,Report Number,x,y
2120855,380883,Vehicle,25,Concrete,Signals,Going Straight Ahead,No Defects,Passenger Car,2/22/2025,EF68556,-122.3082677,47.57192976
2120858,384307,Vehicle,,Blacktop,Signals,Going Straight Ahead,No Defects,Not Stated,6/27/2025,EG04719,-122.3134093,47.58298762
2120860,384307,Vehicle,,Blacktop,Signals,Going Straight Ahead,No Defects,Motorcycle,6/27/2025,EG04719,-122.3134093,47.58298762
2120861,384925,Vehicle,,Concrete,No Traffic Control,Going Straight Ahead,,Passenger Car,8/9/2025,3924628,-122.339396,47.61268301
2120863,384925,Vehicle,,Concrete,No Traffic Control,"Legally Parked, Unoccupied",,Passenger Car,8/9/2025,3924628,-122.339396,47.61268301
2120865,384925,Vehicle,,Concrete,,"Legally Parked, Unoccupied",,Passenger Car,8/9/2025,3924628,-122.339396,47.61268301
2120867,381361,Vehicle,,Blacktop,No Traffic Control,Going Straight Ahead,No Defects,"Pickup, Panel Truck or Vannette Under 10,000 lbs",3/8/2025,3930283,-122.3914193,47.69057881
2120869,381361,Vehicle,,Blacktop,No Traffic Control,"Legally Parked, Unoccupied",No Defects,Passenger Car,3/8/2025,3930283,-122.3914193,47.69057881
2120870,384939,Vehicle,25,Blacktop,Signals,Changing Lanes,No Defects,Passenger Car,8/8/2025,3937303,-122.2791372,47.51525557
2120872,384939,Vehicle,25,Blacktop,Signals,Going Straight Ahead,No Defects,Passenger Car,8/8/2025,3937303,-122.2791372,47.51525557
2120874,385437,Vehicle,,Blacktop,Signals,Going Straight Ahead,No Defects,Passenger Car,6/15/2025,EG01063,-122.3450117,47.72504123
2120875,381337,Vehicle,25,Concrete,Signals,Making Right Turn,No Defects,"Pickup, Panel Truck or Vannette Under 10,000 lbs",3/6/2025,3929919,-122.3200861,47.63840891
2120876,385437,Vehicle,,Blacktop,Signals,Stopped at Signal or Stop Sign,No Defects,"Pickup, Panel Truck or Vannette Under 10,000 lbs",6/15/2025,EG01063,-122.3450117,47.72504123
2120877,381337,Vehicle,25,Concrete,Signals,Going Straight Ahead,No Defects,Passenger Car,3/6/2025,3929919,-122.3200861,47.63840891
2120878,383958,Vehicle,25,Blacktop,Stop Sign,Going Straight Ahead,No Defects,Passenger Car,6/12/2025,3931552,-122.3155027,47.60351761
2120880,385258,Vehicle,25,Blacktop,No Traffic Control,Backing,,Passenger Car,2/12/2025,3908197,-122.3750846,47.54564111
2120882,385258,Vehicle,25,Blacktop,No Traffic Control,"Legally Parked, Occupied",,Passenger Car,2/12/2025,3908197,-122.3750846,47.54564111
2120884,384655,Vehicle,45,Concrete,No Traffic Control,Going Straight Ahead,No Defects,"Truck (Flatbed, Van, etc)",6/4/2025,EF99343,,
2120885,380642,Vehicle,25,Blacktop,Signals,Making Right Turn,No Defects,Not Stated,1/15/2025,3932096,-122.305354,47.54392529
2120886,384655,Vehicle,45,Concrete,No Traffic Control,Slowing,No Defects,"Truck (Flatbed, Van, etc)",6/4/2025,EF99343,,
2120887,381948,Vehicle,20,Concrete,Stop Sign,Going Straight Ahead,No Defects,"Pickup, Panel Truck or Vannette Under 10,000 lbs",3/25/2025,3930154,-122.3473812,47.70361645
2120888,382679,Vehicle,25,Blacktop,Signals,Making Left Turn,,"Pickup, Panel Truck or Vannette Under 10,000 lbs",5/6/2025,3914710,-122.3207952,47.61408135
2120889,381948,Vehicle,20,Concrete,No Traffic Control,Going Straight Ahead,No Defects,"Pickup, Panel Truck or Vannette Under 10,000 lbs",3/25/2025,3930154,-122.3473812,47.70361645
2120890,382679,Vehicle,25,Blacktop,Signals,Going Straight Ahead,No Defects,"Pickup, Panel Truck or Vannette Under 10,000 lbs",5/6/2025,3914710,-122.3207952,47.61408135
2120891,384983,Vehicle,,Concrete,No Traffic Control,Going Straight Ahead,No Defects,Passenger Car,8/13/2025,EG19265,-122.3461,47.53925332
2120892,384983,Vehicle,,Concrete,No Traffic Control,Making U-Turn,No Defects,Passenger Car,8/13/2025,EG19265,-122.3461,47.53925332
2120893,380860,Vehicle,25,Blacktop,Signals,Making Right Turn,No Defects,Passenger Car,2/13/2025,EF65632,-122.3029809,47.62682943
2120894,380860,Vehicle,,Blacktop,Stop Sign,Stopped at Signal or Stop Sign,No Defects,Passenger Car,2/13/2025,EF65632,-122.3029809,47.62682943
2120895,382615,Vehicle,20,Concrete,No Traffic Control,Going Straight Ahead,No Defects,Passenger Car,5/2/2025,3926138,-122.4100044,47.57932288
2120896,384718,Vehicle,25,Blacktop,Stop Sign,Starting in Traffic Lane,No Defects,Passenger Car,6/26/2025,EG04957,-122.3867844,47.56839525
2120898,384718,Vehicle,25,Blacktop,No Traffic Control,Going Straight Ahead,No Defects,"Pickup, Panel Truck or Vannette Under 10,000 lbs",6/26/2025,EG04957,-122.3867844,47.56839525
2120899,385266,Vehicle,25,Blacktop,No Traffic Control,Going Straight Ahead,No Defects,Passenger Car,8/5/2025,3924533,-122.3357651,47.61817451
2120901,385266,Vehicle,,Blacktop,,"Legally Parked, Unoccupied",No Defects,Passenger Car,8/5/2025,3924533,-122.3357651,47.61817451
2120907,384498,Vehicle,,Blacktop,No Traffic Control,Going Straight Ahead,No Defects,Passenger Car,7/19/2025,EG11222,-122.2875607,47.56176453
2120908,382697,Vehicle,25,Blacktop,No Traffic Control,Going Straight Ahead,No Defects,Passenger Car,5/9/2025,EF90623,-122.3451109,47.54737486
2120909,384498,Vehicle,,Blacktop,No Traffic Control,Stopped for Traffic,No Defects,Passenger Car,7/19/2025,EG11222,-122.2875607,47.56176453
2120910,384143,Vehicle,25,Concrete,Stop Sign,Ovetaking and Passing,No Defects,Passenger Car,6/29/2025,3937126,-122.3645573,47.52194405
2120912,384143,Vehicle,25,Concrete,Stop Sign,Making Right Turn,No Defects,Truck Tractor and Semi-Trailer,6/29/2025,3937126,-122.3645573,47.52194405
2120914,382872,Vehicle,25,Blacktop,Signals,Making Right Turn,No Defects,Passenger Car,5/12/2025,3930068,-122.3207427,47.66132469
2120916,382872,Vehicle,,Blacktop,Signals,Making Right Turn,No Defects,Passenger Car,5/12/2025,3930068,-122.3207427,47.66132469
2120918,384278,Vehicle,25,Blacktop,Signals,Going Straight Ahead,No Defects,"Pickup, Panel Truck or Vannette Under 10,000 lbs",6/14/2025,EG03017,-122.3343028,47.62469945
2120920,384278,Vehicle,25,Blacktop,Signals,Making Left Turn,No Defects,Passenger Car,6/14/2025,EG03017,-122.3343028,47.62469945
2120922,384135,Vehicle,25,Concrete,No Traffic Control,Making Right Turn,No Defects,Passenger Car,7/4/2025,3930464,-122.3438002,47.65393362
2120924,384135,Vehicle,25,Concrete,No Traffic Control,Going Straight Ahead,No Defects,"Pickup, Panel Truck or Vannette Under 10,000 lbs",7/4/2025,3930464,-122.3438002,47.65393362
2120930,384121,Vehicle,25,Blacktop,Stop Sign,Starting in Traffic Lane,,Passenger Car,6/28/2025,3930458,-122.3608149,47.66501796
2120932,384121,Vehicle,20,Blacktop,No Traffic Control,Going Straight Ahead,,"Pickup, Panel Truck or Vannette Under 10,000 lbs",6/28/2025,3930458,-122.3608149,47.66501796
2120934,382828,Vehicle,25,Concrete,No Traffic Control,Negotiatng a Curve,No Defects,Passenger Car,5/13/2025,3933412,-122.3341917,47.60215328
2120935,384743,Vehicle,,Concrete,Signals,Going Straight Ahead,No Defects,"Pickup, Panel Truck or Vannette Under 10,000 lbs",6/7/2025,EG01257,-122.326168,47.54625568
2120936,383369,Vehicle,25,Concrete,No Traffic Control,Going Straight Ahead,No Defects,"Pickup, Panel Truck or Vannette Under 10,000 lbs",5/30/2025,3932605,-122.3577823,47.52649811
2120937,384743,Vehicle,,Concrete,Signals,Starting in Traffic Lane,No Defects,"Pickup, Panel Truck or Vannette Under 10,000 lbs",6/7/2025,EG01257,-122.326168,47.54625568
2120939,385454,Vehicle,25,Blacktop,Signals,Making U-Turn,No Defects,"Pickup, Panel Truck or Vannette Under 10,000 lbs",6/25/2025,EG05566,-122.3293834,47.56381133
2120940,383744,Vehicle,25,Blacktop,No Traffic Control,Going Straight Ahead,No Defects,Passenger Car,5/23/2025,3931609,-122.277885,47.5515565
2120941,385454,Vehicle,25,Blacktop,Signals,Going Straight Ahead,No Defects,Truck Tractor and Semi-Trailer,6/25/2025,EG05566,-122.3293834,47.56381133
2120943,381724,Vehicle,,Concrete,No Traffic Control,Going Straight Ahead,No Defects,"Pickup, Panel Truck or Vannette Under 10,000 lbs",2/27/2025,3929913,-122.3089817,47.59962558
2120945,381724,Vehicle,,Concrete,No Traffic Control,"Legally Parked, Unoccupied",No Defects,"Pickup, Panel Truck or Vannette Under 10,000 lbs",2/27/2025,3929913,-122.3089817,47.59962558
2120947,383716,Vehicle,20,Blacktop,Stop Sign,Starting in Traffic Lane,No Defects,Passenger Car,6/3/2025,3931788,-122.2930003,47.57665231
2120949,383716,Vehicle,20,Blacktop,No Traffic Control,Going Straight Ahead,No Defects,Passenger Car,6/3/2025,3931788,-122.2930003,47.57665231
2120951,384981,Vehicle,,Concrete,Stop Sign,Going Straight Ahead,No Defects,Passenger Car,8/12/2025,EG19264,-122.3645627,47.52102896
2120952,380859,Vehicle,,Blacktop,No Traffic Control,Backing,No Defects,"Pickup, Panel Truck or Vannette Under 10,000 lbs",2/12/2025,EF65631,-122.3055467,47.58663318
2120953,384981,Vehicle,,Concrete,No Traffic Control,Going Straight Ahead,No Defects,Passenger Car,8/12/2025,EG19264,-122.3645627,47.52102896
2120954,382680,Vehicle,25,Blacktop,Signals,Changing Lanes,Other Defects,"Pickup, Panel Truck or Vannette Under 10,000 lbs",5/8/2025,3929950,-122.317653,47.66130442
2120955,380859,Vehicle,,Blacktop,No Traffic Control,Going Straight Ahead,No Defects,Passenger Car,2/12/2025,EF65631,-122.3055467,47.58663318
2120956,382680,Vehicle,25,Blacktop,Signals,Going Straight Ahead,No Defects,"Pickup, Panel Truck or Vannette Under 10,000 lbs",5/8/2025,3929950,-122.317653,47.66130442
2120958,385420,Vehicle,,Blacktop,Yield Sign,Making U-Turn,No Defects,"Pickup, Panel Truck or Vannette Under 10,000 lbs",7/14/2025,EG11448,-122.3760907,47.63286783
2120960,385420,Vehicle,,Blacktop,No Traffic Control,Going Straight Ahead,No Defects,Passenger Car,7/14/2025,EG11448,-122.3760907,47.63286783
2120973,383540,Vehicle,25,Concrete,No Traffic Control,Changing Lanes,No Defects,Passenger Car,5/23/2025,3913528,-122.3733987,47.56750115
2120974,385265,Vehicle,,Concrete,No Traffic Control,Going Straight Ahead,No Defects,Truck Tractor,2/12/2025,3924370,-122.3398548,47.60857879
2120975,383540,Vehicle,25,Concrete,No Traffic Control,Going Straight Ahead,No Defects,"Pickup, Panel Truck or Vannette Under 10,000 lbs",5/23/2025,3913528,-122.3733987,47.56750115
2120980,381965,Vehicle,,Blacktop,No Traffic Control,Starting From Parked Position,No Defects,"Pickup, Panel Truck or Vannette Under 10,000 lbs",3/23/2025,EF77637,-122.346004,47.70053427
2120982,381965,Vehicle,,,,"Legally Parked, Unoccupied",,"Pickup, Panel Truck or Vannette Under 10,000 lbs",3/23/2025,EF77637,-122.346004,47.70053427
2120984,381965,Vehicle,,,,"Legally Parked, Unoccupied",,Passenger Car,3/23/2025,EF77637,-122.346004,47.70053427
2120986,382940,Vehicle,25,Blacktop,No Traffic Control,Going Straight Ahead,No Defects,Passenger Car,5/1/2025,3929160,-122.3983243,47.64217856
2120988,385641,Vehicle,25,Concrete,No Traffic Control,Going Straight Ahead,No Defects,Passenger Car,8/3/2025,3924602,-122.364951,47.62823772
2120990,385641,Vehicle,25,Concrete,No Traffic Control,"Legally Parked, Occupied",No Defects,"Pickup, Panel Truck or Vannette Under 10,000 lbs",8/3/2025,3924602,-122.364951,47.62823772
2120993,382524,Vehicle,25,Concrete,No Traffic Control,Going Straight Ahead,No Defects,Passenger Car,4/30/2025,3924459,-122.33289,47.6013082
2120994,380461,Vehicle,,Blacktop,Officer/Flagger,Other,No Defects,"Pickup, Panel Truck or Vannette Under 10,000 lbs",1/23/2025,EF59044,-122.3749909,47.67595432
2120995,380461,Vehicle,,,,"Illegally Parked, Unoccupied",,"Pickup, Panel Truck or Vannette Under 10,000 lbs",1/23/2025,EF59044,-122.3749909,47.67595432
2120997,382524,Vehicle,,Concrete,No Traffic Control,"Legally Parked, Unoccupied",,"Pickup, Panel Truck or Vannette Under 10,000 lbs",4/30/2025,3924459,-122.33289,47.6013082
2121001,383583,Vehicle,25,Blacktop,Yield Sign,Going Straight Ahead,No Defects,"Pickup, Panel Truck or Vannette Under 10,000 lbs",1/5/2025,EF53706,-122.2639487,47.51998117
2121002,380858,Vehicle,,Blacktop,No Traffic Control,"Legally Parked, Occupied",,Passenger Car,2/13/2025,EF65630,-122.3406978,47.61345257
2121003,383583,Vehicle,25,Blacktop,No Traffic Control,Going Straight Ahead,No Defects,"Pickup, Panel Truck or Vannette Under 10,000 lbs",1/5/2025,EF53706,-122.2639487,47.51998117
2121004,380858,Vehicle,,Blacktop,No Traffic Control,Starting From Parked Position,No Defects,Passenger Car,2/13/2025,EF65630,-122.3406978,47.61345257
2121005,383669,Vehicle,25,Concrete,No Traffic Control,Going Straight Ahead,No Defects,Motorcycle,1/30/2025,EF74693,-122.323992,47.64808993
2121006,380858,Vehicle,,Blacktop,No Traffic Control,Going Straight Ahead,No Defects,"Pickup, Panel Truck or Vannette Under 10,000 lbs",2/13/2025,EF65630,-122.3406978,47.61345257
2121007,383669,Vehicle,25,Concrete,No Traffic Control,Making U-Turn,No Defects,Passenger Car,1/30/2025,EF74693,-122.323992,47.64808993
2121009,383660,Vehicle,25,Concrete,Signals,Going Straight Ahead,No Defects,"Pickup, Panel Truck or Vannette Under 10,000 lbs",6/4/2025,3932606,-122.3461,47.53925332
2121011,383660,Vehicle,25,Concrete,Signals,Starting in Traffic Lane,No Defects,"Pickup, Panel Truck or Vannette Under 10,000 lbs",6/4/2025,3932606,-122.3461,47.53925332
2121013,383660,Vehicle,25,Concrete,Signals,Starting in Traffic Lane,No Defects,"Pickup, Panel Truck or Vannette Under 10,000 lbs",6/4/2025,3932606,-122.3461,47.53925332
2121016,383816,Vehicle,,Concrete,No Traffic Control,Backing,No Defects,"Pickup, Panel Truck or Vannette Under 10,000 lbs",5/31/2025,EF96986,-122.3134905,47.61292026
2121018,383816,Vehicle,,,,"Legally Parked, Unoccupied",,Passenger Car,5/31/2025,EF96986,-122.3134905,47.61292026
2121020,383816,Vehicle,,,,"Legally Parked, Unoccupied",,Passenger Car,5/31/2025,EF96986,-122.3134905,47.61292026
2121021,383518,Vehicle,,Blacktop,Signals,Going Straight Ahead,No Defects,Passenger Car,5/22/2025,EF93948,-122.333113,47.60966071
2121022,380655,Vehicle,25,Concrete,Signals,Making Left Turn,No Defects,Passenger Car,1/18/2025,3930717,-122.3289279,47.6134715
2121023,383518,Vehicle,,Blacktop,Signals,Stopped at Signal or Stop Sign,No Defects,"Truck (Flatbed, Van, etc)",5/22/2025,EF93948,-122.333113,47.60966071
2121024,380655,Vehicle,25,Concrete,Signals,Going Straight Ahead,No Defects,"Pickup, Panel Truck or Vannette Under 10,000 lbs",1/18/2025,3930717,-122.3289279,47.6134715
2121025,383594,Vehicle,,Blacktop,No Traffic Control,Going Straight Ahead,No Defects,"Pickup, Panel Truck or Vannette Under 10,000 lbs",1/2/2025,EF56736,-122.2958186,47.71831971
2121026,380112,Vehicle,25,Blacktop,,Going Straight Ahead,No Defects,"Pickup, Panel Truck or Vannette Under 10,000 lbs",1/13/2025,3928394,-122.3256582,47.66135243
2121027,382865,Vehicle,20,Concrete,No Traffic Control,Negotiatng a Curve,No Defects,Passenger Car,5/3/2025,3926141,-122.3589924,47.55609243
2121028,380112,Vehicle,25,Blacktop,,Merging (Entering Traffic),No Defects,Passenger Car,1/13/2025,3928394,-122.3256582,47.66135243
2121033,383851,Vehicle,,Blacktop,No Traffic Control,Going Straight Ahead,No Defects,"Pickup, Panel Truck or Vannette Under 10,000 lbs",5/27/2025,EF96992,-122.3386255,47.73231767
2121034,383202,Vehicle,,Concrete,No Traffic Control,Changing Lanes,No Defects,Passenger Car,5/17/2025,EF92410,-122.2790662,47.52376202
2121035,383851,Vehicle,,Blacktop,No Traffic Control,Going Straight Ahead,No Defects,"Pickup, Panel Truck or Vannette Under 10,000 lbs",5/27/2025,EF96992,-122.3386255,47.73231767
2121036,383202,Vehicle,,Concrete,No Traffic Control,Stopped for Traffic,No Defects,"Pickup, Panel Truck or Vannette Under 10,000 lbs",5/17/2025,EF92410,-122.2790662,47.52376202
2121037,383371,Vehicle,,Blacktop,Signals,Going Straight Ahead,No Defects,"Pickup, Panel Truck or Vannette Under 10,000 lbs",6/1/2025,3928173,-122.3544865,47.53368889
2121038,383202,Vehicle,,Concrete,No Traffic Control,Stopped for Traffic,No Defects,"Pickup, Panel Truck or Vannette Under 10,000 lbs",5/17/2025,EF92410,-122.2790662,47.52376202
2121039,383371,Vehicle,,Blacktop,Signals,Stopped at Signal or Stop Sign,No Defects,"Pickup, Panel Truck or Vannette Under 10,000 lbs",6/1/2025,3928173,-122.3544865,47.53368889
2121040,383202,Vehicle,,Concrete,No Traffic Control,Stopped for Traffic,No Defects,Passenger Car,5/17/2025,EF92410,-122.2790662,47.52376202
2121042,383275,Vehicle,30,Blacktop,Signals,Going Straight Ahead,No Defects,"Pickup, Panel Truck or Vannette Under 10,000 lbs",5/21/2025,3890661,-122.3368983,47.72321458
2121044,383275,Vehicle,30,Blacktop,Signals,Stopped for Traffic,No Defects,Passenger Car,5/21/2025,3890661,-122.3368983,47.72321458
2121045,384657,Vehicle,35,Blacktop,Stop Sign,Making Right Turn,No Defects,Other,8/2/2025,3937252,-122.3449817,47.72230756
2121047,384657,Vehicle,35,Blacktop,No Traffic Control,Going Straight Ahead,No Defects,Passenger Car,8/2/2025,3937252,-122.3449817,47.72230756
2121048,379975,Vehicle,20,Blacktop,No Traffic Control,Going Straight Ahead,,"Pickup, Panel Truck or Vannette Under 10,000 lbs",12/31/2024,3925736,-122.3499235,47.6894792
2121049,384279,Vehicle,,Blacktop,Signals,Going Straight Ahead,No Defects,Passenger Car,6/21/2025,EG03409,-122.3079146,47.57192966
2121050,384279,Vehicle,,Blacktop,Signals,Slowing,No Defects,Passenger Car,6/21/2025,EG03409,-122.3079146,47.57192966
2121051,381573,Vehicle,25,Blacktop,No Traffic Control,Making Left Turn,No Defects,Passenger Car,2/23/2025,3838033,-122.3001336,47.61226067
2121054,381573,Vehicle,,Blacktop,No Traffic Control,"Legally Parked, Unoccupied",No Defects,Passenger Car,2/23/2025,3838033,-122.3001336,47.61226067
2121056,383340,Vehicle,25,Concrete,No Traffic Control,Making Left Turn,No Defects,"Pickup, Panel Truck or Vannette Under 10,000 lbs",5/19/2025,3931852,-122.2958987,47.56365838
2121057,381573,Vehicle,,Blacktop,No Traffic Control,"Legally Parked, Unoccupied",No Defects,Passenger Car,2/23/2025,3838033,-122.3001336,47.61226067
2121058,383340,Vehicle,25,Concrete,No Traffic Control,"Legally Parked, Unoccupied",No Defects,"Pickup, Panel Truck or Vannette Under 10,000 lbs",5/19/2025,3931852,-122.2958987,47.56365838
2121060,383340,Vehicle,25,Concrete,No Traffic Control,"Legally Parked, Unoccupied",,"Pickup, Panel Truck or Vannette Under 10,000 lbs",5/19/2025,3931852,-122.2958987,47.56365838
2121062,384624,Vehicle,,Blacktop,No Traffic Control,Making U-Turn,No Defects,Passenger Car,7/24/2025,EG14176,-122.3209482,47.62370466
2121064,384798,Vehicle,25,Concrete,No Traffic Control,Going Straight Ahead,No Defects,"Pickup, Panel Truck or Vannette Under 10,000 lbs",7/25/2025,3933439,-122.3043819,47.60902831
2121066,384798,Vehicle,25,Concrete,No Traffic Control,"Legally Parked, Unoccupied",No Defects,"Pickup, Panel Truck or Vannette Under 10,000 lbs",7/25/2025,3933439,-122.3043819,47.60902831
2121067,383232,Vehicle,,Unknown,No Traffic Control,Other,No Defects,Not Stated,5/13/2025,EF91049,,
2121068,383358,Vehicle,25,Concrete,Signals,Making Left Turn,No Defects,Passenger Car,5/26/2025,3931683,-122.3134054,47.58334399
2121069,383232,Vehicle,,,,"Legally Parked, Unoccupied",,Passenger Car,5/13/2025,EF91049,,
2121071,382563,Vehicle,,Unknown,No Traffic Control,Other,No Defects,Not Stated,5/1/2025,EF88201,-122.3804301,47.5706783
2121072,384801,Vehicle,25,Concrete,No Traffic Control,Making U-Turn,No Defects,Motorcycle,8/5/2025,3924626,-122.3319805,47.60254235
2121073,382563,Vehicle,,,,"Legally Parked, Unoccupied",,"Pickup, Panel Truck or Vannette Under 10,000 lbs",5/1/2025,EF88201,-122.3804301,47.5706783
